140.0,125.0,9.0,0.0,0.0,0.2777779,0.06296301,0.66666675,0.31111118,6.185185,7.333333500000001,7.666666499999999,3.5555556000000004,3.4444443999999996,4.4444447,-7.888889,7.777777700000001,0.5456349,-1.1218181999999999
188.0,133.0,9.0,0.0,0.0,0.33333334,0.26666674,0.5,0.077777736,6.666666499999999,8.333333999999999,7.777777700000001,3.8888887999999997,5.0,3.3333333,-8.333333,8.444445,0.53858024,-0.92481726
105.0,139.0,9.0,0.0,0.0,0.27777782,0.107407436,0.83333325,0.52222216,6.111111,7.5555553,7.222222299999999,3.5555556000000004,4.3333335,3.3333333,-7.666666499999999,7.5555553,0.5326279,-0.96594584
34.0,137.0,9.0,0.0,0.0,0.5000002,0.16666673,1.111111,0.47407418,5.851852,7.777777700000001,6.4444447,3.3333333,5.777777700000001,1.7777778000000002,-7.5555553,7.777777700000001,0.57363313,-0.74427164
39.0,111.0,9.0,0.0,0.0,0.72222227,0.37407416,0.8888889000000001,0.4296295,6.037037000000001,7.0,7.666666499999999,3.4444443999999996,2.8888887999999997,4.888889,-7.777777700000001,7.888889,0.56291884,-1.1757725
16.0,128.0,9.0,0.0,0.0,0.5,0.077777766,0.66666675,0.31111118,5.5555553,6.888889,6.666666499999999,3.1111112000000003,4.0,3.3333333,-7.333333500000001,7.111111,0.56150794,-0.98581076
26.0,67.0,9.0,0.11111111,0.0,1.0,0.8888903,2.4444447,3.1851847,20.0,19.555555,25.88889,14.555554999999998,-1.3333334,17.666666,-16.333334,25.88889,0.43693919999999997,-1.6232022
14.0,110.0,9.0,0.0,0.0,1.7222224,5.351850499999999,2.6666667,1.0222229,17.925926,18.88889,21.444445,13.444445000000002,2.8888887999999997,10.555555,-13.444445000000002,21.444445,0.36884832,-1.3450956
11.0,108.0,9.0,0.0,0.0,1.3333335,0.80000025,1.3888888000000001,0.95185167,17.666666,19.0,21.11111,12.888889,4.0,10.333333,-14.333332999999998,21.11111,0.38875645,-1.3021333000000002
85.0,101.0,9.0,0.0,0.0,1.3333334,1.2888881,1.2777777,1.2185181,21.296297,21.222220999999998,26.777779,15.888889,-0.22222222,16.444445,-16.222220999999998,26.777779,0.4047922,-1.5585992
18.0,145.0,9.0,0.0,0.0,0.38888896,0.018518496000000002,0.6111111,0.3740741,3.925926,5.5555553,4.0,2.2222223,4.888889,0.22222222,-5.111111,5.5555553,0.6005291,-0.57094
23.0,55.0,9.0,0.0,0.0,2.2222216,3.6740727,1.7777773000000001,0.7851852,23.444445,21.666666,31.111109999999996,17.555555,-5.3333335,23.0,-17.666666,31.111109999999996,0.43507022,-1.7711631999999997
